Frequency_Hz,PSD_Dry_dB_Hz,PSD_Wet_dB_Hz
4886.0,-109.44506625197674,-105.28624757314374
4888.0,-108.010056248019,-106.71269086316667
4890.0,-109.80726959549591,-108.79337567292063
4892.0,-111.71823155183336,-111.42641670035978
4894.0,-111.63078633838606,-111.89821819955127
4896.0,-111.62761061962902,-111.43367864450087
4898.0,-112.2980212385402,-111.91211299825667
4900.0,-113.28375244496183,-112.62690830380193
4902.0,-113.25393856204876,-112.98913736872566
4904.0,-113.62166122443911,-112.72590296767726
4906.0,-112.25494558358774,-111.27036068165293
4908.0,-111.24744326414037,-110.46730370819455
4910.0,-111.37703426069157,-110.19232548255783
4912.0,-111.98008220931303,-109.78631892882731
4914.0,-110.83921269322536,-107.54266970266669
4916.0,-106.7147173864732,-106.01342636258104
4918.0,-106.39830512486893,-109.1908152392535
4920.0,-109.98200990674194,-113.21870034225677
4922.0,-112.6725048164348,-113.63993678380197
4924.0,-112.0319078970648,-111.53443730917813
4926.0,-112.60015061015709,-113.22118984154653
4928.0,-113.2704323428604,-112.30151770489151
4930.0,-111.28186584087338,-112.14670358974521
4932.0,-111.61744644365533,-110.02868131714919
4934.0,-111.79394880285506,-104.35738948087857
4936.0,-110.65883329286741,-104.83343627816987
4938.0,-106.01775822278518,-107.56645816738441
4940.0,-105.07211617950642,-109.95166481724195
4942.0,-105.09494723508318,-108.8377069036409
4944.0,-104.3029079711427,-106.84461799593264
4946.0,-104.07523063287908,-106.65396780192461
4948.0,-105.73112106340913,-109.57653569152515
4950.0,-110.7147254601831,-110.6589866719027
4952.0,-109.25234614707058,-107.87636942930362
4954.0,-106.73670671935618,-103.90875622942804
4956.0,-105.72073615117574,-104.3460465679607
4958.0,-105.85175016566296,-106.39267150135731
4960.0,-105.34969373927177,-106.99561820533862
4962.0,-104.1117977272588,-106.56186805580036
4964.0,-109.23844187785322,-106.79399709578065
4966.0,-109.87188487214732,-108.9734571509133
4968.0,-109.27212951458104,-112.46440697708692
4970.0,-111.64892905113845,-112.61630510575444
4972.0,-113.72122489256391,-113.42545026913669
4974.0,-113.79204106097943,-114.59561808341846
4976.0,-113.44601806722879,-114.11855258849619
4978.0,-114.70675343731068,-113.29448211001926
4980.0,-111.99755682693741,-112.85728270559738
4982.0,-107.63045281614701,-110.7480689842117
4984.0,-107.22295985500077,-105.96872951334325
4986.0,-109.7638092415685,-106.59913692720912
4988.0,-105.98419116941423,-109.8767741413121
4990.0,-108.17987831848657,-111.32722943490221
4992.0,-112.99931553114337,-112.40290874698415
4994.0,-112.22557884994416,-112.196083577929
4996.0,-112.11648100302722,-111.51426510084409
4998.0,-112.45577395675463,-111.83889030716492
5000.0,-115.23766838854776,-115.45808299366277
